   Data from
     Borysow A, 2002, Collision-induced absorption coefficients
       of H2 pairs at temperatures from 60 K to 1000 K,
       Astron. Astrophys. 390, 779-782, doi: 10.1051/0004-6361:20020555
  
   No. temperatures:    7
   No. rows:         1649
   What follows was obtained in August 2011 from the link
     http://www.astro.ku.dk/~aborysow/programs/final_CIA_LT.dat

     CIA spectra of H2-H2 from 60 to 350K, in  cm^{-1}/amagat^{2}
     freq  60K       100K     150K       200K      250K      300K      350K
   (cm^-1) 
  9760.0 2.382E-11 6.404E-11 1.535E-10 2.975E-10 4.973E-10 7.487E-10 1.051E-09
  9770.0 2.209E-11 5.915E-11 1.434E-10 2.830E-10 4.783E-10 7.229E-10 1.016E-09
  9780.0 2.050E-11 5.475E-11 1.347E-10 2.710E-10 4.623E-10 7.004E-10 9.833E-10
  9790.0 1.904E-11 5.079E-11 1.273E-10 2.609E-10 4.486E-10 6.804E-10 9.536E-10
  9800.0 1.769E-11 4.722E-11 1.208E-10 2.521E-10 4.362E-10 6.617E-10 9.255E-10
  9810.0 1.644E-11 4.397E-11 1.150E-10 2.439E-10 4.241E-10 6.432E-10 8.978E-10
  9820.0 1.529E-11 4.100E-11 1.094E-10 2.355E-10 4.114E-10 6.240E-10 8.696E-10
  9830.0 1.422E-11 3.823E-11 1.038E-10 2.264E-10 3.974E-10 6.034E-10 8.403E-10
  9840.0 1.324E-11 3.562E-11 9.802E-11 2.162E-10 3.819E-10 5.812E-10 8.098E-10
  9850.0 1.233E-11 3.315E-11 9.191E-11 2.048E-10 3.644E-10 5.569E-10 7.778E-10
  9860.0 1.148E-11 3.083E-11 8.566E-11 1.925E-10 3.452E-10 5.307E-10 7.439E-10
  9870.0 1.070E-11 2.865E-11 7.948E-11 1.798E-10 3.251E-10 5.032E-10 7.088E-10
  9880.0 9.971E-12 2.664E-11 7.355E-11 1.671E-10 3.047E-10 4.752E-10 6.734E-10
  9890.0 9.297E-12 2.478E-11 6.798E-11 1.548E-10 2.846E-10 4.475E-10 6.383E-10
  9900.0 8.670E-12 2.306E-11 6.283E-11 1.433E-10 2.654E-10 4.207E-10 6.042E-10
  9910.0 8.089E-12 2.148E-11 5.811E-11 1.326E-10 2.473E-10 3.953E-10 5.716E-10
  9920.0 7.548E-12 2.002E-11 5.381E-11 1.228E-10 2.306E-10 3.715E-10 5.408E-10
  9930.0 7.045E-12 1.867E-11 4.991E-11 1.139E-10 2.152E-10 3.494E-10 5.121E-10
  9940.0 6.578E-12 1.742E-11 4.636E-11 1.058E-10 2.013E-10 3.292E-10 4.855E-10
  9950.0 6.143E-12 1.627E-11 4.313E-11 9.860E-11 1.887E-10 3.108E-10 4.611E-10
  9960.0 5.738E-12 1.520E-11 4.020E-11 9.210E-11 1.774E-10 2.941E-10 4.386E-10
  9970.0 5.362E-12 1.421E-11 3.754E-11 8.627E-11 1.673E-10 2.790E-10 4.181E-10
  9980.0 5.011E-12 1.329E-11 3.511E-11 8.104E-11 1.581E-10 2.653E-10 3.991E-10
  9990.0 4.684E-12 1.243E-11 3.289E-11 7.633E-11 1.499E-10 2.527E-10 3.815E-10
 10000.0 4.379E-12 1.163E-11 3.086E-11 7.204E-11 1.423E-10 2.410E-10 3.651E-10
 10010.0 4.095E-12 1.089E-11 2.899E-11 6.808E-11 1.352E-10 2.300E-10 3.495E-10
 10020.0 3.830E-12 1.020E-11 2.725E-11 6.435E-11 1.285E-10 2.194E-10 3.344E-10
 10030.0 3.583E-12 9.559E-12 2.561E-11 6.078E-11 1.220E-10 2.091E-10 3.198E-10
 10040.0 3.353E-12 8.958E-12 2.406E-11 5.734E-11 1.156E-10 1.991E-10 3.056E-10
 10050.0 3.138E-12 8.397E-12 2.258E-11 5.399E-11 1.094E-10 1.892E-10 2.916E-10
 10060.0 2.937E-12 7.872E-12 2.118E-11 5.072E-11 1.032E-10 1.794E-10 2.779E-10
 10070.0 2.750E-12 7.381E-12 1.985E-11 4.757E-11 9.718E-11 1.698E-10 2.644E-10
 10080.0 2.575E-12 6.922E-12 1.861E-11 4.457E-11 9.138E-11 1.606E-10 2.514E-10
 10090.0 2.411E-12 6.494E-12 1.745E-11 4.174E-11 8.586E-11 1.518E-10 2.390E-10
 10100.0 2.259E-12 6.093E-12 1.636E-11 3.909E-11 8.067E-11 1.434E-10 2.272E-10
 10110.0 2.116E-12 5.718E-12 1.535E-11 3.662E-11 7.583E-11 1.356E-10 2.161E-10
 10120.0 1.983E-12 5.368E-12 1.441E-11 3.434E-11 7.136E-11 1.284E-10 2.058E-10
 10130.0 1.858E-12 5.040E-12 1.353E-11 3.223E-11 6.724E-11 1.217E-10 1.963E-10
 10140.0 1.742E-12 4.733E-12 1.272E-11 3.029E-11 6.346E-11 1.156E-10 1.875E-10
 10150.0 1.633E-12 4.446E-12 1.196E-11 2.850E-11 6.001E-11 1.099E-10 1.794E-10
 10160.0 1.531E-12 4.177E-12 1.125E-11 2.686E-11 5.685E-11 1.048E-10 1.719E-10
 10170.0 1.436E-12 3.925E-12 1.059E-11 2.535E-11 5.396E-11 1.001E-10 1.650E-10
 10180.0 1.347E-12 3.688E-12 9.973E-12 2.395E-11 5.130E-11 9.570E-11 1.584E-10
 10190.0 1.263E-12 3.467E-12 9.397E-12 2.266E-11 4.882E-11 9.159E-11 1.523E-10
 10200.0 1.185E-12 3.260E-12 8.858E-12 2.145E-11 4.650E-11 8.768E-11 1.463E-10
 10210.0 1.112E-12 3.065E-12 8.353E-12 2.031E-11 4.428E-11 8.389E-11 1.405E-10
 10220.0 1.043E-12 2.882E-12 7.877E-12 1.923E-11 4.213E-11 8.017E-11 1.347E-10
 10230.0 9.794E-13 2.711E-12 7.429E-12 1.820E-11 4.004E-11 7.651E-11 1.290E-10
 10240.0 9.194E-13 2.550E-12 7.006E-12 1.721E-11 3.799E-11 7.288E-11 1.233E-10
 10250.0 8.632E-13 2.400E-12 6.606E-12 1.625E-11 3.597E-11 6.927E-11 1.177E-10
 10260.0 8.105E-13 2.258E-12 6.229E-12 1.533E-11 3.399E-11 6.568E-11 1.120E-10
 10270.0 7.612E-13 2.125E-12 5.875E-12 1.446E-11 3.209E-11 6.218E-11 1.064E-10
 10280.0 7.150E-13 2.000E-12 5.541E-12 1.363E-11 3.026E-11 5.879E-11 1.010E-10
 10290.0 6.716E-13 1.883E-12 5.227E-12 1.285E-11 2.852E-11 5.555E-11 9.579E-11
 10300.0 6.310E-13 1.773E-12 4.932E-12 1.212E-11 2.688E-11 5.246E-11 9.080E-11
 10310.0 5.929E-13 1.670E-12 4.654E-12 1.143E-11 2.535E-11 4.956E-11 8.607E-11
 10320.0 5.572E-13 1.572E-12 4.393E-12 1.079E-11 2.391E-11 4.683E-11 8.162E-11
 10330.0 5.237E-13 1.481E-12 4.148E-12 1.018E-11 2.257E-11 4.428E-11 7.743E-11
 10340.0 4.923E-13 1.395E-12 3.917E-12 9.616E-12 2.131E-11 4.190E-11 7.350E-11
 10350.0 4.628E-13 1.315E-12 3.699E-12 9.086E-12 2.014E-11 3.968E-11 6.982E-11
 10360.0 4.352E-13 1.239E-12 3.495E-12 8.589E-12 1.905E-11 3.761E-11 6.637E-11
 10370.0 4.092E-13 1.167E-12 3.302E-12 8.122E-12 1.803E-11 3.566E-11 6.312E-11
 10380.0 3.849E-13 1.100E-12 3.120E-12 7.683E-12 1.707E-11 3.383E-11 6.005E-11
 10390.0 3.620E-13 1.037E-12 2.949E-12 7.271E-12 1.617E-11 3.210E-11 5.714E-11
 10400.0 3.406E-13 9.777E-13 2.788E-12 6.882E-12 1.532E-11 3.047E-11 5.437E-11
 10410.0 3.205E-13 9.218E-13 2.636E-12 6.516E-12 1.452E-11 2.892E-11 5.173E-11
 10420.0 3.015E-13 8.692E-13 2.492E-12 6.169E-12 1.376E-11 2.745E-11 4.922E-11
 10430.0 2.838E-13 8.198E-13 2.357E-12 5.843E-12 1.303E-11 2.604E-11 4.681E-11
 10440.0 2.671E-13 7.732E-13 2.229E-12 5.534E-12 1.235E-11 2.471E-11 4.451E-11
 10450.0 2.514E-13 7.293E-13 2.109E-12 5.242E-12 1.171E-11 2.344E-11 4.232E-11
 10460.0 2.367E-13 6.881E-13 1.995E-12 4.967E-12 1.110E-11 2.225E-11 4.025E-11
 10470.0 2.229E-13 6.492E-13 1.888E-12 4.707E-12 1.052E-11 2.111E-11 3.828E-11
 10480.0 2.099E-13 6.126E-13 1.786E-12 4.461E-12 9.979E-12 2.005E-11 3.642E-11
 10490.0 1.977E-13 5.781E-13 1.690E-12 4.229E-12 9.468E-12 1.904E-11 3.467E-11
 10500.0 1.862E-13 5.457E-13 1.600E-12 4.010E-12 9.088E-12 1.871E-11 3.525E-11
 10510.0 1.754E-13 5.151E-13 1.514E-12 3.803E-12 8.648E-12 1.789E-11 3.395E-11
 10520.0 1.652E-13 4.863E-13 1.434E-12 3.607E-12 8.235E-12 1.713E-11 3.274E-11
 10530.0 1.557E-13 4.591E-13 1.358E-12 3.422E-12 7.849E-12 1.644E-11 3.166E-11
 10540.0 1.467E-13 4.335E-13 1.285E-12 3.247E-12 7.487E-12 1.579E-11 3.068E-11
 10550.0 1.383E-13 4.094E-13 1.217E-12 3.081E-12 7.149E-12 1.520E-11 2.979E-11
 10560.0 1.303E-13 3.866E-13 1.153E-12 2.924E-12 6.833E-12 1.466E-11 2.902E-11
 10570.0 1.229E-13 3.652E-13 1.092E-12 2.775E-12 6.540E-12 1.416E-11 2.831E-11
 10580.0 1.158E-13 3.450E-13 1.035E-12 2.635E-12 6.267E-12 1.371E-11 2.771E-11
 10590.0 1.092E-13 3.259E-13 9.801E-13 2.502E-12 6.014E-12 1.329E-11 2.717E-11
 10600.0 1.030E-13 3.080E-13 9.287E-13 2.376E-12 5.779E-12 1.293E-11 2.670E-11
 10610.0 9.715E-14 2.910E-13 8.800E-13 2.256E-12 5.562E-12 1.259E-11 2.630E-11
 10620.0 9.163E-14 2.750E-13 8.339E-13 2.143E-12 5.360E-12 1.229E-11 2.591E-11
 10630.0 8.644E-14 2.599E-13 7.904E-13 2.035E-12 5.170E-12 1.200E-11 2.555E-11
 10640.0 8.155E-14 2.457E-13 7.492E-13 1.934E-12 4.990E-12 1.172E-11 2.517E-11
 10650.0 7.694E-14 2.323E-13 7.102E-13 1.837E-12 4.816E-12 1.144E-11 2.476E-11
 10660.0 7.260E-14 2.196E-13 6.733E-13 1.746E-12 4.648E-12 1.116E-11 2.432E-11
 10670.0 6.852E-14 2.076E-13 6.383E-13 1.659E-12 4.488E-12 1.088E-11 2.386E-11
 10680.0 6.467E-14 1.964E-13 6.053E-13 1.577E-12 4.338E-12 1.061E-11 2.340E-11
 10690.0 6.104E-14 1.857E-13 5.740E-13 1.499E-12 4.199E-12 1.036E-11 2.296E-11
 10700.0 5.763E-14 1.756E-13 5.443E-13 1.425E-12 4.075E-12 1.015E-11 2.257E-11
 10710.0 5.441E-14 1.661E-13 5.163E-13 1.354E-12 3.968E-12 9.971E-12 2.225E-11
 10720.0 5.137E-14 1.572E-13 4.897E-13 1.288E-12 3.878E-12 9.834E-12 2.200E-11
 10730.0 4.851E-14 1.487E-13 4.645E-13 1.224E-12 3.806E-12 9.744E-12 2.184E-11
 10740.0 4.582E-14 1.407E-13 4.407E-13 1.164E-12 3.755E-12 9.704E-12 2.178E-11
 10750.0 4.327E-14 1.331E-13 4.181E-13 1.107E-12 3.725E-12 9.717E-12 2.182E-11
 10760.0 4.088E-14 1.260E-13 3.968E-13 1.053E-12 3.718E-12 9.788E-12 2.199E-11
 10770.0 3.862E-14 1.193E-13 3.765E-13 1.002E-12 3.735E-12 9.920E-12 2.228E-11
 10780.0 3.649E-14 1.129E-13 3.573E-13 9.528E-13 3.779E-12 1.012E-11 2.271E-11
 10790.0 3.447E-14 1.069E-13 3.391E-13 9.065E-13 3.852E-12 1.039E-11 2.327E-11
 10800.0 3.258E-14 1.012E-13 3.219E-13 8.624E-13 3.957E-12 1.074E-11 2.399E-11
 10810.0 3.079E-14 9.580E-14 3.056E-13 8.206E-13 4.096E-12 1.117E-11 2.487E-11
 10820.0 2.910E-14 9.071E-14 2.901E-13 7.808E-13 4.275E-12 1.169E-11 2.592E-11
 10830.0 2.751E-14 8.590E-14 2.754E-13 7.431E-13 4.497E-12 1.232E-11 2.717E-11
 10840.0 2.600E-14 8.136E-14 2.615E-13 7.072E-13 4.768E-12 1.305E-11 2.861E-11
 10850.0 2.458E-14 7.706E-14 2.483E-13 6.731E-13 5.091E-12 1.390E-11 3.025E-11
 10860.0 2.324E-14 7.300E-14 2.358E-13 6.407E-13 5.470E-12 1.487E-11 3.210E-11
 10870.0 2.198E-14 6.916E-14 2.239E-13 6.098E-13 5.906E-12 1.596E-11 3.414E-11
 10880.0 2.079E-14 6.552E-14 2.127E-13 5.806E-13 6.395E-12 1.714E-11 3.634E-11
 10890.0 1.966E-14 6.208E-14 2.020E-13 5.527E-13 6.926E-12 1.840E-11 3.862E-11
 10900.0 1.859E-14 5.883E-14 1.919E-13 5.263E-13 7.481E-12 1.970E-11 4.095E-11
 10910.0 1.759E-14 5.576E-14 1.823E-13 5.011E-13 8.041E-12 2.098E-11 4.324E-11
 10920.0 1.664E-14 5.284E-14 1.732E-13 4.772E-13 8.587E-12 2.221E-11 4.544E-11
 10930.0 1.574E-14 5.009E-14 1.646E-13 4.544E-13 9.120E-12 2.341E-11 4.753E-11
 10940.0 1.489E-14 4.748E-14 1.564E-13 4.328E-13 9.656E-12 2.458E-11 4.959E-11
 10950.0 1.409E-14 4.501E-14 1.486E-13 4.122E-13 1.022E-11 2.580E-11 5.168E-11
 10960.0 1.334E-14 4.268E-14 1.413E-13 3.927E-13 1.085E-11 2.713E-11 5.393E-11
 10970.0 1.262E-14 4.047E-14 1.343E-13 3.740E-13 1.158E-11 2.864E-11 5.643E-11
 10980.0 1.195E-14 3.837E-14 1.276E-13 3.563E-13 1.243E-11 3.036E-11 5.930E-11
 10990.0 1.131E-14 3.639E-14 1.213E-13 3.395E-13 1.343E-11 3.237E-11 6.261E-11
 11000.0 1.070E-14 4.257E-14 6.016E-13 4.201E-12 1.459E-11 3.469E-11 6.642E-11
 11010.0 1.013E-14 4.297E-14 6.821E-13 4.687E-12 1.596E-11 3.738E-11 7.081E-11
 11020.0 9.595E-15 4.410E-14 7.811E-13 5.261E-12 1.754E-11 4.047E-11 7.584E-11
 11030.0 9.085E-15 4.611E-14 9.023E-13 5.937E-12 1.937E-11 4.401E-11 8.161E-11
 11040.0 8.603E-15 4.926E-14 1.051E-12 6.735E-12 2.149E-11 4.807E-11 8.817E-11
 11050.0 8.147E-15 5.388E-14 1.233E-12 7.675E-12 2.393E-11 5.270E-11 9.562E-11
 11060.0 7.715E-15 6.042E-14 1.455E-12 8.784E-12 2.675E-11 5.798E-11 1.040E-10
 11070.0 7.307E-15 6.948E-14 1.729E-12 1.010E-11 3.001E-11 6.398E-11 1.135E-10
 11080.0 6.922E-15 8.192E-14 2.067E-12 1.165E-11 3.378E-11 7.081E-11 1.242E-10
 11090.0 6.557E-15 9.890E-14 2.484E-12 1.349E-11 3.812E-11 7.855E-11 1.362E-10
 11100.0 6.211E-15 1.220E-13 3.001E-12 1.567E-11 4.314E-11 8.729E-11 1.494E-10
 11110.0 5.885E-15 1.532E-13 3.636E-12 1.824E-11 4.889E-11 9.708E-11 1.641E-10
 11120.0 5.575E-15 1.950E-13 4.415E-12 2.124E-11 5.541E-11 1.079E-10 1.799E-10
 11130.0 5.283E-15 2.502E-13 5.350E-12 2.470E-11 6.265E-11 1.197E-10 1.968E-10
 11140.0 5.006E-15 3.204E-13 6.438E-12 2.854E-11 7.044E-11 1.319E-10 2.141E-10
 11150.0 4.744E-15 4.046E-13 7.634E-12 3.256E-11 7.837E-11 1.442E-10 2.309E-10
 11160.0 5.525E-15 4.963E-13 8.835E-12 3.644E-11 8.581E-11 1.555E-10 2.461E-10
 11170.0 5.617E-15 5.814E-13 9.878E-12 3.970E-11 9.197E-11 1.647E-10 2.586E-10
 11180.0 5.659E-15 6.432E-13 1.060E-11 4.192E-11 9.614E-11 1.710E-10 2.671E-10
 11190.0 5.583E-15 6.707E-13 1.090E-11 4.285E-11 9.797E-11 1.739E-10 2.713E-10
 11200.0 5.409E-15 6.665E-13 1.082E-11 4.259E-11 9.763E-11 1.737E-10 2.714E-10
 11210.0 5.217E-15 6.428E-13 1.048E-11 4.149E-11 9.567E-11 1.711E-10 2.683E-10
 11220.0 5.091E-15 6.143E-13 1.002E-11 3.995E-11 9.282E-11 1.671E-10 2.630E-10
 11230.0 5.088E-15 5.921E-13 9.562E-12 3.834E-11 8.969E-11 1.624E-10 2.568E-10
 11240.0 5.264E-15 5.833E-13 9.191E-12 3.689E-11 8.674E-11 1.578E-10 2.504E-10
 11250.0 5.673E-15 5.918E-13 8.946E-12 3.575E-11 8.425E-11 1.538E-10 2.446E-10
 11260.0 6.391E-15 6.207E-13 8.853E-12 3.498E-11 8.239E-11 1.506E-10 2.396E-10
 11270.0 7.525E-15 6.729E-13 8.923E-12 3.464E-11 8.123E-11 1.483E-10 2.358E-10
 11280.0 9.227E-15 7.523E-13 9.171E-12 3.475E-11 8.082E-11 1.471E-10 2.335E-10
 11290.0 1.172E-14 8.645E-13 9.611E-12 3.530E-11 8.120E-11 1.471E-10 2.325E-10
 11300.0 1.532E-14 1.017E-12 1.027E-11 3.636E-11 8.239E-11 1.482E-10 2.331E-10
 11310.0 2.050E-14 1.220E-12 1.116E-11 3.794E-11 8.445E-11 1.504E-10 2.353E-10
 11320.0 2.799E-14 1.490E-12 1.235E-11 4.012E-11 8.743E-11 1.540E-10 2.392E-10
 11330.0 3.886E-14 1.845E-12 1.388E-11 4.295E-11 9.140E-11 1.589E-10 2.449E-10
 11340.0 5.478E-14 2.316E-12 1.583E-11 4.652E-11 9.644E-11 1.653E-10 2.523E-10
 11350.0 7.838E-14 2.940E-12 1.827E-11 5.095E-11 1.027E-10 1.731E-10 2.616E-10
 11360.0 1.138E-13 3.763E-12 2.130E-11 5.633E-11 1.102E-10 1.824E-10 2.727E-10
 11370.0 1.670E-13 4.850E-12 2.503E-11 6.274E-11 1.189E-10 1.932E-10 2.855E-10
 11380.0 2.472E-13 6.259E-12 2.952E-11 7.021E-11 1.289E-10 2.055E-10 3.000E-10
 11390.0 3.657E-13 8.031E-12 3.474E-11 7.865E-11 1.400E-10 2.190E-10 3.158E-10
 11400.0 5.325E-13 1.013E-11 4.050E-11 8.769E-11 1.518E-10 2.331E-10 3.322E-10
 11410.0 7.444E-13 1.239E-11 4.635E-11 9.671E-11 1.635E-10 2.472E-10 3.487E-10
 11420.0 9.668E-13 1.447E-11 5.156E-11 1.048E-10 1.742E-10 2.604E-10 3.645E-10
 11430.0 1.130E-12 1.594E-11 5.542E-11 1.113E-10 1.833E-10 2.722E-10 3.790E-10
 11440.0 1.177E-12 1.652E-11 5.754E-11 1.157E-10 1.904E-10 2.822E-10 3.919E-10
 11450.0 1.117E-12 1.627E-11 5.805E-11 1.182E-10 1.958E-10 2.906E-10 4.038E-10
 11460.0 1.001E-12 1.548E-11 5.756E-11 1.197E-10 2.003E-10 2.985E-10 4.152E-10
 11470.0 8.740E-13 1.451E-11 5.677E-11 1.210E-10 2.047E-10 3.066E-10 4.272E-10
 11480.0 7.615E-13 1.363E-11 5.629E-11 1.229E-10 2.101E-10 3.160E-10 4.405E-10
 11490.0 6.741E-13 1.300E-11 5.654E-11 1.260E-10 2.171E-10 3.273E-10 4.561E-10
 11500.0 6.148E-13 1.274E-11 5.780E-11 1.307E-10 2.263E-10 3.412E-10 4.747E-10
 11510.0 5.858E-13 1.290E-11 6.030E-11 1.374E-10 2.380E-10 3.581E-10 4.968E-10
 11520.0 5.907E-13 1.357E-11 6.420E-11 1.463E-10 2.526E-10 3.786E-10 5.229E-10
 11530.0 6.374E-13 1.481E-11 6.969E-11 1.577E-10 2.704E-10 4.029E-10 5.535E-10
 11540.0 7.396E-13 1.674E-11 7.699E-11 1.718E-10 2.918E-10 4.314E-10 5.889E-10
 11550.0 9.199E-13 1.952E-11 8.633E-11 1.890E-10 3.169E-10 4.644E-10 6.296E-10
 11560.0 1.213E-12 2.331E-11 9.803E-11 2.095E-10 3.463E-10 5.024E-10 6.757E-10
 11570.0 1.671E-12 2.838E-11 1.124E-10 2.337E-10 3.803E-10 5.455E-10 7.280E-10
 11580.0 2.372E-12 3.503E-11 1.299E-10 2.621E-10 4.190E-10 5.943E-10 7.865E-10
 11590.0 3.429E-12 4.364E-11 1.510E-10 2.950E-10 4.631E-10 6.488E-10 8.516E-10
 11600.0 5.007E-12 5.469E-11 1.762E-10 3.329E-10 5.126E-10 7.094E-10 9.233E-10
 11610.0 7.337E-12 6.875E-11 2.061E-10 3.762E-10 5.678E-10 7.762E-10 1.002E-09
 11620.0 1.075E-11 8.655E-11 2.414E-10 4.253E-10 6.290E-10 8.492E-10 1.087E-09
 11630.0 1.570E-11 1.090E-10 2.828E-10 4.807E-10 6.965E-10 9.286E-10 1.179E-09
 11640.0 2.282E-11 1.371E-10 3.311E-10 5.428E-10 7.702E-10 1.014E-09 1.278E-09
 11650.0 3.298E-11 1.723E-10 3.874E-10 6.121E-10 8.503E-10 1.105E-09 1.382E-09
 11660.0 4.737E-11 2.162E-10 4.528E-10 6.890E-10 9.367E-10 1.202E-09 1.492E-09
 11670.0 6.765E-11 2.711E-10 5.286E-10 7.741E-10 1.030E-09 1.304E-09 1.606E-09
 11680.0 9.610E-11 3.395E-10 6.162E-10 8.681E-10 1.129E-09 1.410E-09 1.723E-09
 11690.0 1.360E-10 4.249E-10 7.174E-10 9.715E-10 1.234E-09 1.521E-09 1.842E-09
 11700.0 1.918E-10 5.310E-10 8.334E-10 1.085E-09 1.345E-09 1.634E-09 1.962E-09
 11710.0 2.700E-10 6.620E-10 9.651E-10 1.207E-09 1.462E-09 1.748E-09 2.080E-09
 11720.0 3.791E-10 8.210E-10 1.112E-09 1.337E-09 1.581E-09 1.862E-09 2.195E-09
 11730.0 5.289E-10 1.008E-09 1.270E-09 1.471E-09 1.699E-09 1.971E-09 2.301E-09
 11740.0 7.258E-10 1.216E-09 1.431E-09 1.601E-09 1.810E-09 2.071E-09 2.395E-09
 11750.0 9.609E-10 1.426E-09 1.582E-09 1.718E-09 1.906E-09 2.154E-09 2.470E-09
 11760.0 1.192E-09 1.607E-09 1.705E-09 1.811E-09 1.980E-09 2.216E-09 2.523E-09
 11770.0 1.352E-09 1.728E-09 1.785E-09 1.869E-09 2.026E-09 2.251E-09 2.549E-09
 11780.0 1.404E-09 1.773E-09 1.816E-09 1.891E-09 2.040E-09 2.259E-09 2.548E-09
 11790.0 1.371E-09 1.749E-09 1.802E-09 1.879E-09 2.028E-09 2.242E-09 2.521E-09
 11800.0 1.297E-09 1.680E-09 1.756E-09 1.842E-09 1.993E-09 2.204E-09 2.475E-09
 11810.0 1.212E-09 1.588E-09 1.690E-09 1.790E-09 1.945E-09 2.152E-09 2.412E-09
 11820.0 1.130E-09 1.488E-09 1.616E-09 1.729E-09 1.888E-09 2.091E-09 2.340E-09
 11830.0 1.054E-09 1.390E-09 1.540E-09 1.665E-09 1.826E-09 2.025E-09 2.261E-09
 11840.0 9.824E-10 1.297E-09 1.464E-09 1.601E-09 1.763E-09 1.956E-09 2.179E-09
 11850.0 9.132E-10 1.210E-09 1.392E-09 1.538E-09 1.700E-09 1.886E-09 2.097E-09
 11860.0 8.448E-10 1.130E-09 1.323E-09 1.476E-09 1.639E-09 1.818E-09 2.016E-09
 11870.0 7.765E-10 1.054E-09 1.257E-09 1.417E-09 1.579E-09 1.751E-09 1.938E-09
 11880.0 7.083E-10 9.838E-10 1.195E-09 1.360E-09 1.521E-09 1.687E-09 1.864E-09
 11890.0 6.408E-10 9.173E-10 1.136E-09 1.305E-09 1.465E-09 1.626E-09 1.795E-09
 11900.0 5.751E-10 8.546E-10 1.080E-09 1.253E-09 1.412E-09 1.569E-09 1.732E-09
 11910.0 5.124E-10 7.962E-10 1.027E-09 1.204E-09 1.363E-09 1.517E-09 1.675E-09
 11920.0 4.543E-10 7.427E-10 9.787E-10 1.158E-09 1.317E-09 1.470E-09 1.625E-09
 11930.0 4.022E-10 6.953E-10 9.355E-10 1.117E-09 1.277E-09 1.430E-09 1.583E-09
 11940.0 3.576E-10 6.550E-10 8.984E-10 1.082E-09 1.243E-09 1.396E-09 1.550E-09
 11950.0 3.222E-10 6.234E-10 8.685E-10 1.053E-09 1.215E-09 1.370E-09 1.525E-09
 11960.0 2.977E-10 6.019E-10 8.468E-10 1.031E-09 1.195E-09 1.351E-09 1.509E-09
 11970.0 2.866E-10 5.925E-10 8.342E-10 1.017E-09 1.182E-09 1.341E-09 1.502E-09
 11980.0 2.924E-10 5.975E-10 8.319E-10 1.012E-09 1.178E-09 1.340E-09 1.505E-09
 11990.0 3.204E-10 6.199E-10 8.409E-10 1.016E-09 1.182E-09 1.348E-09 1.518E-09
 12000.0 3.784E-10 6.631E-10 8.623E-10 1.029E-09 1.195E-09 1.365E-09 1.541E-09
 12010.0 4.787E-10 7.315E-10 8.973E-10 1.053E-09 1.218E-09 1.392E-09 1.574E-09
 12020.0 6.397E-10 8.300E-10 9.466E-10 1.087E-09 1.251E-09 1.428E-09 1.617E-09
 12030.0 8.885E-10 9.634E-10 1.011E-09 1.132E-09 1.293E-09 1.474E-09 1.669E-09
 12040.0 1.263E-09 1.135E-09 1.090E-09 1.187E-09 1.345E-09 1.529E-09 1.731E-09
 12050.0 1.807E-09 1.345E-09 1.181E-09 1.251E-09 1.405E-09 1.592E-09 1.800E-09
 12060.0 2.554E-09 1.584E-09 1.280E-09 1.322E-09 1.472E-09 1.663E-09 1.877E-09
 12070.0 3.467E-09 1.827E-09 1.381E-09 1.397E-09 1.544E-09 1.739E-09 1.959E-09
 12080.0 4.353E-09 2.040E-09 1.473E-09 1.472E-09 1.620E-09 1.820E-09 2.046E-09
 12090.0 4.895E-09 2.186E-09 1.551E-09 1.544E-09 1.697E-09 1.904E-09 2.136E-09
 12100.0 4.936E-09 2.249E-09 1.610E-09 1.613E-09 1.777E-09 1.992E-09 2.230E-09
 12110.0 4.615E-09 2.238E-09 1.655E-09 1.682E-09 1.860E-09 2.085E-09 2.329E-09
 12120.0 4.149E-09 2.179E-09 1.695E-09 1.755E-09 1.950E-09 2.183E-09 2.433E-09
 12130.0 3.675E-09 2.101E-09 1.738E-09 1.837E-09 2.049E-09 2.290E-09 2.543E-09
 12140.0 3.254E-09 2.029E-09 1.794E-09 1.932E-09 2.159E-09 2.406E-09 2.661E-09
 12150.0 2.904E-09 1.979E-09 1.870E-09 2.045E-09 2.283E-09 2.532E-09 2.786E-09
 12160.0 2.627E-09 1.963E-09 1.972E-09 2.178E-09 2.420E-09 2.667E-09 2.919E-09
 12170.0 2.419E-09 1.992E-09 2.105E-09 2.331E-09 2.570E-09 2.810E-09 3.058E-09
 12180.0 2.277E-09 2.075E-09 2.272E-09 2.503E-09 2.730E-09 2.959E-09 3.201E-09
 12190.0 2.205E-09 2.220E-09 2.473E-09 2.690E-09 2.897E-09 3.111E-09 3.346E-09
 12200.0 2.212E-09 2.430E-09 2.702E-09 2.887E-09 3.066E-09 3.261E-09 3.489E-09
 12210.0 2.309E-09 2.702E-09 2.948E-09 3.085E-09 3.229E-09 3.405E-09 3.625E-09
 12220.0 2.496E-09 3.012E-09 3.193E-09 3.272E-09 3.380E-09 3.537E-09 3.752E-09
 12230.0 2.745E-09 3.323E-09 3.415E-09 3.434E-09 3.510E-09 3.651E-09 3.862E-09
 12240.0 2.997E-09 3.589E-09 3.591E-09 3.562E-09 3.612E-09 3.741E-09 3.952E-09
 12250.0 3.207E-09 3.776E-09 3.707E-09 3.646E-09 3.681E-09 3.804E-09 4.016E-09
